split,task,regime,seed,stress,single_load,interaction_load,temporal_load,safety_load,false_alarm_load,language_load,drift_load
nominal,grasp_selection_under_occlusion,force_torque_drift,3,0.10000,0.45535,0.30146,0.07928,0.24642,0.14715,0.00857,0.41648
nominal,grasp_selection_under_occlusion,force_torque_drift,4,0.10000,0.45535,0.30146,0.07928,0.24642,0.14715,0.00857,0.41648
nominal,grasp_selection_under_occlusion,force_torque_drift,5,0.10000,0.45535,0.30146,0.07928,0.24642,0.14715,0.00857,0.41648
nominal,grasp_selection_under_occlusion,force_torque_drift,6,0.10000,0.45535,0.30146,0.07928,0.24642,0.14715,0.00857,0.41648
nominal,grasp_selection_under_occlusion,force_torque_drift,7,0.10000,0.45535,0.30146,0.07928,0.24642,0.14715,0.00857,0.41648
nominal,grasp_selection_under_occlusion,force_torque_drift,8,0.10000,0.45535,0.30146,0.07928,0.24642,0.14715,0.00857,0.41648
nominal,grasp_selection_under_occlusion,force_torque_drift,9,0.10000,0.45535,0.30146,0.07928,0.24642,0.14715,0.00857,0.41648
nominal,grasp_selection_under_occlusion,depth_scale_holes,0,0.10000,0.44424,0.24563,0.04908,0.16650,0.15696,0.01285,0.31784
nominal,grasp_selection_under_occlusion,depth_scale_holes,1,0.10000,0.44424,0.24563,0.04908,0.16650,0.15696,0.01285,0.31784
nominal,grasp_selection_under_occlusion,depth_scale_holes,2,0.10000,0.44424,0.24563,0.04908,0.16650,0.15696,0.01285,0.31784
nominal,grasp_selection_under_occlusion,depth_scale_holes,3,0.10000,0.44424,0.24563,0.04908,0.16650,0.15696,0.01285,0.31784
nominal,grasp_selection_under_occlusion,depth_scale_holes,4,0.10000,0.44424,0.24563,0.04908,0.16650,0.15696,0.01285,0.31784
nominal,grasp_selection_under_occlusion,depth_scale_holes,5,0.10000,0.44424,0.24563,0.04908,0.16650,0.15696,0.01285,0.31784
nominal,grasp_selection_under_occlusion,depth_scale_holes,6,0.10000,0.44424,0.24563,0.04908,0.16650,0.15696,0.01285,0.31784
nominal,grasp_selection_under_occlusion,depth_scale_holes,7,0.10000,0.44424,0.24563,0.04908,0.16650,0.15696,0.01285,0.31784
nominal,grasp_selection_under_occlusion,depth_scale_holes,8,0.10000,0.44424,0.24563,0.04908,0.16650,0.15696,0.01285,0.31784
nominal,grasp_selection_under_occlusion,depth_scale_holes,9,0.10000,0.44424,0.24563,0.04908,0.16650,0.15696,0.01285,0.31784
nominal,grasp_selection_under_occlusion,language_grounding_noise,0,0.10000,0.34429,0.20097,0.04153,0.09324,0.21582,0.09639,0.15344
nominal,grasp_selection_under_occlusion,language_grounding_noise,1,0.10000,0.34429,0.20097,0.04153,0.09324,0.21582,0.09639,0.15344
nominal,grasp_selection_under_occlusion,language_grounding_noise,2,0.10000,0.34429,0.20097,0.04153,0.09324,0.21582,0.09639,0.15344
nominal,grasp_selection_under_occlusion,language_grounding_noise,3,0.10000,0.34429,0.20097,0.04153,0.09324,0.21582,0.09639,0.15344
nominal,grasp_selection_under_occlusion,language_grounding_noise,4,0.10000,0.34429,0.20097,0.04153,0.09324,0.21582,0.09639,0.15344
nominal,grasp_selection_under_occlusion,language_grounding_noise,5,0.10000,0.34429,0.20097,0.04153,0.09324,0.21582,0.09639,0.15344
nominal,grasp_selection_under_occlusion,language_grounding_noise,6,0.10000,0.34429,0.20097,0.04153,0.09324,0.21582,0.09639,0.15344
nominal,grasp_selection_under_occlusion,language_grounding_noise,7,0.10000,0.34429,0.20097,0.04153,0.09324,0.21582,0.09639,0.15344
nominal,grasp_selection_under_occlusion,language_grounding_noise,8,0.10000,0.34429,0.20097,0.04153,0.09324,0.21582,0.09639,0.15344
nominal,grasp_selection_under_occlusion,language_grounding_noise,9,0.10000,0.34429,0.20097,0.04153,0.09324,0.21582,0.09639,0.15344
nominal,grasp_selection_under_occlusion,temporal_desynchronization,0,0.10000,0.39982,0.33495,0.16989,0.17316,0.18639,0.02142,0.27400
nominal,grasp_selection_under_occlusion,temporal_desynchronization,1,0.10000,0.39982,0.33495,0.16989,0.17316,0.18639,0.02142,0.27400
nominal,grasp_selection_under_occlusion,temporal_desynchronization,2,0.10000,0.39982,0.33495,0.16989,0.17316,0.18639,0.02142,0.27400
nominal,grasp_selection_under_occlusion,temporal_desynchronization,3,0.10000,0.39982,0.33495,0.16989,0.17316,0.18639,0.02142,0.27400
nominal,grasp_selection_under_occlusion,temporal_desynchronization,4,0.10000,0.39982,0.33495,0.16989,0.17316,0.18639,0.02142,0.27400
nominal,grasp_selection_under_occlusion,temporal_desynchronization,5,0.10000,0.39982,0.33495,0.16989,0.17316,0.18639,0.02142,0.27400
nominal,grasp_selection_under_occlusion,temporal_desynchronization,6,0.10000,0.39982,0.33495,0.16989,0.17316,0.18639,0.02142,0.27400
nominal,grasp_selection_under_occlusion,temporal_desynchronization,7,0.10000,0.39982,0.33495,0.16989,0.17316,0.18639,0.02142,0.27400
nominal,grasp_selection_under_occlusion,temporal_desynchronization,8,0.10000,0.39982,0.33495,0.16989,0.17316,0.18639,0.02142,0.27400
nominal,grasp_selection_under_occlusion,temporal_desynchronization,9,0.10000,0.39982,0.33495,0.16989,0.17316,0.18639,0.02142,0.27400
nominal,grasp_selection_under_occlusion,compositional_multi_sensor,0,0.10000,0.48867,0.52476,0.12081,0.25308,0.24525,0.03641,0.33976
nominal,grasp_selection_under_occlusion,compositional_multi_sensor,1,0.10000,0.48867,0.52476,0.12081,0.25308,0.24525,0.03641,0.33976
nominal,grasp_selection_under_occlusion,compositional_multi_sensor,2,0.10000,0.48867,0.52476,0.12081,0.25308,0.24525,0.03641,0.33976
nominal,grasp_selection_under_occlusion,compositional_multi_sensor,3,0.10000,0.48867,0.52476,0.12081,0.25308,0.24525,0.03641,0.33976
nominal,grasp_selection_under_occlusion,compositional_multi_sensor,4,0.10000,0.48867,0.52476,0.12081,0.25308,0.24525,0.03641,0.33976
nominal,grasp_selection_under_occlusion,compositional_multi_sensor,5,0.10000,0.48867,0.52476,0.12081,0.25308,0.24525,0.03641,0.33976
nominal,grasp_selection_under_occlusion,compositional_multi_sensor,6,0.10000,0.48867,0.52476,0.12081,0.25308,0.24525,0.03641,0.33976
nominal,grasp_selection_under_occlusion,compositional_multi_sensor,7,0.10000,0.48867,0.52476,0.12081,0.25308,0.24525,0.03641,0.33976
nominal,grasp_selection_under_occlusion,compositional_multi_sensor,8,0.10000,0.48867,0.52476,0.12081,0.25308,0.24525,0.03641,0.33976
nominal,grasp_selection_under_occlusion,compositional_multi_sensor,9,0.10000,0.48867,0.52476,0.12081,0.25308,0.24525,0.03641,0.33976
nominal,insertion_alignment_contact,vision_dropout,0,0.10000,0.53580,0.15032,0.04619,0.17662,0.09810,0.00714,0.16440
nominal,insertion_alignment_contact,vision_dropout,1,0.10000,0.53580,0.15032,0.04619,0.17662,0.09810,0.00714,0.16440
nominal,insertion_alignment_contact,vision_dropout,2,0.10000,0.53580,0.15032,0.04619,0.17662,0.09810,0.00714,0.16440
nominal,insertion_alignment_contact,vision_dropout,3,0.10000,0.53580,0.15032,0.04619,0.17662,0.09810,0.00714,0.16440
nominal,insertion_alignment_contact,vision_dropout,4,0.10000,0.53580,0.15032,0.04619,0.17662,0.09810,0.00714,0.16440
nominal,insertion_alignment_contact,vision_dropout,5,0.10000,0.53580,0.15032,0.04619,0.17662,0.09810,0.00714,0.16440
nominal,insertion_alignment_contact,vision_dropout,6,0.10000,0.53580,0.15032,0.04619,0.17662,0.09810,0.00714,0.16440
nominal,insertion_alignment_contact,vision_dropout,7,0.10000,0.53580,0.15032,0.04619,0.17662,0.09810,0.00714,0.16440
nominal,insertion_alignment_contact,vision_dropout,8,0.10000,0.53580,0.15032,0.04619,0.17662,0.09810,0.00714,0.16440
nominal,insertion_alignment_contact,vision_dropout,9,0.10000,0.53580,0.15032,0.04619,0.17662,0.09810,0.00714,0.16440
nominal,insertion_alignment_contact,tactile_deadzone,0,0.10000,0.48596,0.26306,0.08661,0.32208,0.11772,0.00571,0.19728
nominal,insertion_alignment_contact,tactile_deadzone,1,0.10000,0.48596,0.26306,0.08661,0.32208,0.11772,0.00571,0.19728
nominal,insertion_alignment_contact,tactile_deadzone,2,0.10000,0.48596,0.26306,0.08661,0.32208,0.11772,0.00571,0.19728
nominal,insertion_alignment_contact,tactile_deadzone,3,0.10000,0.48596,0.26306,0.08661,0.32208,0.11772,0.00571,0.19728
nominal,insertion_alignment_contact,tactile_deadzone,4,0.10000,0.48596,0.26306,0.08661,0.32208,0.11772,0.00571,0.19728
nominal,insertion_alignment_contact,tactile_deadzone,5,0.10000,0.48596,0.26306,0.08661,0.32208,0.11772,0.00571,0.19728
nominal,insertion_alignment_contact,tactile_deadzone,6,0.10000,0.48596,0.26306,0.08661,0.32208,0.11772,0.00571,0.19728
nominal,insertion_alignment_contact,tactile_deadzone,7,0.10000,0.48596,0.26306,0.08661,0.32208,0.11772,0.00571,0.19728
nominal,insertion_alignment_contact,tactile_deadzone,8,0.10000,0.48596,0.26306,0.08661,0.32208,0.11772,0.00571,0.19728
nominal,insertion_alignment_contact,tactile_deadzone,9,0.10000,0.48596,0.26306,0.08661,0.32208,0.11772,0.00571,0.19728
nominal,insertion_alignment_contact,proprioceptive_bias,0,0.10000,0.47350,0.22548,0.09816,0.25974,0.10791,0.00571,0.38360
nominal,insertion_alignment_contact,proprioceptive_bias,1,0.10000,0.47350,0.22548,0.09816,0.25974,0.10791,0.00571,0.38360
nominal,insertion_alignment_contact,proprioceptive_bias,2,0.10000,0.47350,0.22548,0.09816,0.25974,0.10791,0.00571,0.38360
nominal,insertion_alignment_contact,proprioceptive_bias,3,0.10000,0.47350,0.22548,0.09816,0.25974,0.10791,0.00571,0.38360
nominal,insertion_alignment_contact,proprioceptive_bias,4,0.10000,0.47350,0.22548,0.09816,0.25974,0.10791,0.00571,0.38360
nominal,insertion_alignment_contact,proprioceptive_bias,5,0.10000,0.47350,0.22548,0.09816,0.25974,0.10791,0.00571,0.38360
nominal,insertion_alignment_contact,proprioceptive_bias,6,0.10000,0.47350,0.22548,0.09816,0.25974,0.10791,0.00571,0.38360
nominal,insertion_alignment_contact,proprioceptive_bias,7,0.10000,0.47350,0.22548,0.09816,0.25974,0.10791,0.00571,0.38360
nominal,insertion_alignment_contact,proprioceptive_bias,8,0.10000,0.47350,0.22548,0.09816,0.25974,0.10791,0.00571,0.38360
nominal,insertion_alignment_contact,proprioceptive_bias,9,0.10000,0.47350,0.22548,0.09816,0.25974,0.10791,0.00571,0.38360
nominal,insertion_alignment_contact,force_torque_drift,0,0.10000,0.51088,0.33822,0.12126,0.38442,0.14715,0.00571,0.41648
nominal,insertion_alignment_contact,force_torque_drift,1,0.10000,0.51088,0.33822,0.12126,0.38442,0.14715,0.00571,0.41648
nominal,insertion_alignment_contact,force_torque_drift,2,0.10000,0.51088,0.33822,0.12126,0.38442,0.14715,0.00571,0.41648
nominal,insertion_alignment_contact,force_torque_drift,3,0.10000,0.51088,0.33822,0.12126,0.38442,0.14715,0.00571,0.41648
nominal,insertion_alignment_contact,force_torque_drift,4,0.10000,0.51088,0.33822,0.12126,0.38442,0.14715,0.00571,0.41648
nominal,insertion_alignment_contact,force_torque_drift,5,0.10000,0.51088,0.33822,0.12126,0.38442,0.14715,0.00571,0.41648
nominal,insertion_alignment_contact,force_torque_drift,6,0.10000,0.51088,0.33822,0.12126,0.38442,0.14715,0.00571,0.41648
nominal,insertion_alignment_contact,force_torque_drift,7,0.10000,0.51088,0.33822,0.12126,0.38442,0.14715,0.00571,0.41648
nominal,insertion_alignment_contact,force_torque_drift,8,0.10000,0.51088,0.33822,0.12126,0.38442,0.14715,0.00571,0.41648
nominal,insertion_alignment_contact,force_torque_drift,9,0.10000,0.51088,0.33822,0.12126,0.38442,0.14715,0.00571,0.41648
nominal,insertion_alignment_contact,depth_scale_holes,0,0.10000,0.49842,0.27559,0.07506,0.25974,0.15696,0.00857,0.31784
nominal,insertion_alignment_contact,depth_scale_holes,1,0.10000,0.49842,0.27559,0.07506,0.25974,0.15696,0.00857,0.31784
nominal,insertion_alignment_contact,depth_scale_holes,2,0.10000,0.49842,0.27559,0.07506,0.25974,0.15696,0.00857,0.31784
nominal,insertion_alignment_contact,depth_scale_holes,3,0.10000,0.49842,0.27559,0.07506,0.25974,0.15696,0.00857,0.31784
nominal,insertion_alignment_contact,depth_scale_holes,4,0.10000,0.49842,0.27559,0.07506,0.25974,0.15696,0.00857,0.31784
nominal,insertion_alignment_contact,depth_scale_holes,5,0.10000,0.49842,0.27559,0.07506,0.25974,0.15696,0.00857,0.31784
nominal,insertion_alignment_contact,depth_scale_holes,6,0.10000,0.49842,0.27559,0.07506,0.25974,0.15696,0.00857,0.31784
nominal,insertion_alignment_contact,depth_scale_holes,7,0.10000,0.49842,0.27559,0.07506,0.25974,0.15696,0.00857,0.31784
nominal,insertion_alignment_contact,depth_scale_holes,8,0.10000,0.49842,0.27559,0.07506,0.25974,0.15696,0.00857,0.31784
nominal,insertion_alignment_contact,depth_scale_holes,9,0.10000,0.49842,0.27559,0.07506,0.25974,0.15696,0.00857,0.31784
nominal,insertion_alignment_contact,language_grounding_noise,0,0.10000,0.38627,0.22548,0.06351,0.14545,0.21582,0.06426,0.15344
nominal,insertion_alignment_contact,language_grounding_noise,1,0.10000,0.38627,0.22548,0.06351,0.14545,0.21582,0.06426,0.15344
nominal,insertion_alignment_contact,language_grounding_noise,2,0.10000,0.38627,0.22548,0.06351,0.14545,0.21582,0.06426,0.15344
nominal,insertion_alignment_contact,language_grounding_noise,3,0.10000,0.38627,0.22548,0.06351,0.14545,0.21582,0.06426,0.15344
nominal,insertion_alignment_contact,language_grounding_noise,4,0.10000,0.38627,0.22548,0.06351,0.14545,0.21582,0.06426,0.15344
nominal,insertion_alignment_contact,language_grounding_noise,5,0.10000,0.38627,0.22548,0.06351,0.14545,0.21582,0.06426,0.15344
nominal,insertion_alignment_contact,language_grounding_noise,6,0.10000,0.38627,0.22548,0.06351,0.14545,0.21582,0.06426,0.15344
nominal,insertion_alignment_contact,language_grounding_noise,7,0.10000,0.38627,0.22548,0.06351,0.14545,0.21582,0.06426,0.15344
nominal,insertion_alignment_contact,language_grounding_noise,8,0.10000,0.38627,0.22548,0.06351,0.14545,0.21582,0.06426,0.15344
nominal,insertion_alignment_contact,language_grounding_noise,9,0.10000,0.38627,0.22548,0.06351,0.14545,0.21582,0.06426,0.15344
nominal,insertion_alignment_contact,temporal_desynchronization,0,0.10000,0.44858,0.37580,0.25983,0.27013,0.18639,0.01428,0.27400
nominal,insertion_alignment_contact,temporal_desynchronization,1,0.10000,0.44858,0.37580,0.25983,0.27013,0.18639,0.01428,0.27400
nominal,insertion_alignment_contact,temporal_desynchronization,2,0.10000,0.44858,0.37580,0.25983,0.27013,0.18639,0.01428,0.27400
nominal,insertion_alignment_contact,temporal_desynchronization,3,0.10000,0.44858,0.37580,0.25983,0.27013,0.18639,0.01428,0.27400
nominal,insertion_alignment_contact,temporal_desynchronization,4,0.10000,0.44858,0.37580,0.25983,0.27013,0.18639,0.01428,0.27400
nominal,insertion_alignment_contact,temporal_desynchronization,5,0.10000,0.44858,0.37580,0.25983,0.27013,0.18639,0.01428,0.27400
nominal,insertion_alignment_contact,temporal_desynchronization,6,0.10000,0.44858,0.37580,0.25983,0.27013,0.18639,0.01428,0.27400
nominal,insertion_alignment_contact,temporal_desynchronization,7,0.10000,0.44858,0.37580,0.25983,0.27013,0.18639,0.01428,0.27400
nominal,insertion_alignment_contact,temporal_desynchronization,8,0.10000,0.44858,0.37580,0.25983,0.27013,0.18639,0.01428,0.27400
nominal,insertion_alignment_contact,temporal_desynchronization,9,0.10000,0.44858,0.37580,0.25983,0.27013,0.18639,0.01428,0.27400
nominal,insertion_alignment_contact,compositional_multi_sensor,0,0.10000,0.54826,0.58876,0.18477,0.39480,0.24525,0.02428,0.33976
nominal,insertion_alignment_contact,compositional_multi_sensor,1,0.10000,0.54826,0.58876,0.18477,0.39480,0.24525,0.02428,0.33976
nominal,insertion_alignment_contact,compositional_multi_sensor,2,0.10000,0.54826,0.58876,0.18477,0.39480,0.24525,0.02428,0.33976
nominal,insertion_alignment_contact,compositional_multi_sensor,3,0.10000,0.54826,0.58876,0.18477,0.39480,0.24525,0.02428,0.33976
nominal,insertion_alignment_contact,compositional_multi_sensor,4,0.10000,0.54826,0.58876,0.18477,0.39480,0.24525,0.02428,0.33976
nominal,insertion_alignment_contact,compositional_multi_sensor,5,0.10000,0.54826,0.58876,0.18477,0.39480,0.24525,0.02428,0.33976
nominal,insertion_alignment_contact,compositional_multi_sensor,6,0.10000,0.54826,0.58876,0.18477,0.39480,0.24525,0.02428,0.33976
nominal,insertion_alignment_contact,compositional_multi_sensor,7,0.10000,0.54826,0.58876,0.18477,0.39480,0.24525,0.02428,0.33976
nominal,insertion_alignment_contact,compositional_multi_sensor,8,0.10000,0.54826,0.58876,0.18477,0.39480,0.24525,0.02428,0.33976
nominal,insertion_alignment_contact,compositional_multi_sensor,9,0.10000,0.54826,0.58876,0.18477,0.39480,0.24525,0.02428,0.33976
nominal,deformable_sorting,vision_dropout,0,0.10000,0.55327,0.15522,0.05152,0.15851,0.09810,0.01547,0.16440
nominal,deformable_sorting,vision_dropout,1,0.10000,0.55327,0.15522,0.05152,0.15851,0.09810,0.01547,0.16440
nominal,deformable_sorting,vision_dropout,2,0.10000,0.55327,0.15522,0.05152,0.15851,0.09810,0.01547,0.16440
nominal,deformable_sorting,vision_dropout,3,0.10000,0.55327,0.15522,0.05152,0.15851,0.09810,0.01547,0.16440
nominal,deformable_sorting,vision_dropout,4,0.10000,0.55327,0.15522,0.05152,0.15851,0.09810,0.01547,0.16440
nominal,deformable_sorting,vision_dropout,5,0.10000,0.55327,0.15522,0.05152,0.15851,0.09810,0.01547,0.16440
nominal,deformable_sorting,vision_dropout,6,0.10000,0.55327,0.15522,0.05152,0.15851,0.09810,0.01547,0.16440
nominal,deformable_sorting,vision_dropout,7,0.10000,0.55327,0.15522,0.05152,0.15851,0.09810,0.01547,0.16440
nominal,deformable_sorting,vision_dropout,8,0.10000,0.55327,0.15522,0.05152,0.15851,0.09810,0.01547,0.16440
nominal,deformable_sorting,vision_dropout,9,0.10000,0.55327,0.15522,0.05152,0.15851,0.09810,0.01547,0.16440
nominal,deformable_sorting,tactile_deadzone,0,0.10000,0.50181,0.27164,0.09660,0.28904,0.11772,0.01238,0.19728
nominal,deformable_sorting,tactile_deadzone,1,0.10000,0.50181,0.27164,0.09660,0.28904,0.11772,0.01238,0.19728
nominal,deformable_sorting,tactile_deadzone,2,0.10000,0.50181,0.27164,0.09660,0.28904,0.11772,0.01238,0.19728
nominal,deformable_sorting,tactile_deadzone,3,0.10000,0.50181,0.27164,0.09660,0.28904,0.11772,0.01238,0.19728
nominal,deformable_sorting,tactile_deadzone,4,0.10000,0.50181,0.27164,0.09660,0.28904,0.11772,0.01238,0.19728
nominal,deformable_sorting,tactile_deadzone,5,0.10000,0.50181,0.27164,0.09660,0.28904,0.11772,0.01238,0.19728
nominal,deformable_sorting,tactile_deadzone,6,0.10000,0.50181,0.27164,0.09660,0.28904,0.11772,0.01238,0.19728
nominal,deformable_sorting,tactile_deadzone,7,0.10000,0.50181,0.27164,0.09660,0.28904,0.11772,0.01238,0.19728
nominal,deformable_sorting,tactile_deadzone,8,0.10000,0.50181,0.27164,0.09660,0.28904,0.11772,0.01238,0.19728
nominal,deformable_sorting,tactile_deadzone,9,0.10000,0.50181,0.27164,0.09660,0.28904,0.11772,0.01238,0.19728
nominal,deformable_sorting,proprioceptive_bias,0,0.10000,0.48894,0.23283,0.10949,0.23310,0.10791,0.01238,0.38360
nominal,deformable_sorting,proprioceptive_bias,1,0.10000,0.48894,0.23283,0.10949,0.23310,0.10791,0.01238,0.38360
nominal,deformable_sorting,proprioceptive_bias,2,0.10000,0.48894,0.23283,0.10949,0.23310,0.10791,0.01238,0.38360
nominal,deformable_sorting,proprioceptive_bias,3,0.10000,0.48894,0.23283,0.10949,0.23310,0.10791,0.01238,0.38360
nominal,deformable_sorting,proprioceptive_bias,4,0.10000,0.48894,0.23283,0.10949,0.23310,0.10791,0.01238,0.38360
nominal,deformable_sorting,proprioceptive_bias,5,0.10000,0.48894,0.23283,0.10949,0.23310,0.10791,0.01238,0.38360
nominal,deformable_sorting,proprioceptive_bias,6,0.10000,0.48894,0.23283,0.10949,0.23310,0.10791,0.01238,0.38360
nominal,deformable_sorting,proprioceptive_bias,7,0.10000,0.48894,0.23283,0.10949,0.23310,0.10791,0.01238,0.38360
nominal,deformable_sorting,proprioceptive_bias,8,0.10000,0.48894,0.23283,0.10949,0.23310,0.10791,0.01238,0.38360
nominal,deformable_sorting,proprioceptive_bias,9,0.10000,0.48894,0.23283,0.10949,0.23310,0.10791,0.01238,0.38360
nominal,deformable_sorting,force_torque_drift,0,0.10000,0.52754,0.34925,0.13525,0.34499,0.14715,0.01238,0.41648
nominal,deformable_sorting,force_torque_drift,1,0.10000,0.52754,0.34925,0.13525,0.34499,0.14715,0.01238,0.41648
nominal,deformable_sorting,force_torque_drift,2,0.10000,0.52754,0.34925,0.13525,0.34499,0.14715,0.01238,0.41648
nominal,deformable_sorting,force_torque_drift,3,0.10000,0.52754,0.34925,0.13525,0.34499,0.14715,0.01238,0.41648
nominal,deformable_sorting,force_torque_drift,4,0.10000,0.52754,0.34925,0.13525,0.34499,0.14715,0.01238,0.41648
nominal,deformable_sorting,force_torque_drift,5,0.10000,0.52754,0.34925,0.13525,0.34499,0.14715,0.01238,0.41648
nominal,deformable_sorting,force_torque_drift,6,0.10000,0.52754,0.34925,0.13525,0.34499,0.14715,0.01238,0.41648
nominal,deformable_sorting,force_torque_drift,7,0.10000,0.52754,0.34925,0.13525,0.34499,0.14715,0.01238,0.41648
nominal,deformable_sorting,force_torque_drift,8,0.10000,0.52754,0.34925,0.13525,0.34499,0.14715,0.01238,0.41648
nominal,deformable_sorting,force_torque_drift,9,0.10000,0.52754,0.34925,0.13525,0.34499,0.14715,0.01238,0.41648
nominal,deformable_sorting,depth_scale_holes,0,0.10000,0.51467,0.28457,0.08372,0.23310,0.15696,0.01856,0.31784
nominal,deformable_sorting,depth_scale_holes,1,0.10000,0.51467,0.28457,0.08372,0.23310,0.15696,0.01856,0.31784
nominal,deformable_sorting,depth_scale_holes,2,0.10000,0.51467,0.28457,0.08372,0.23310,0.15696,0.01856,0.31784
nominal,deformable_sorting,depth_scale_holes,3,0.10000,0.51467,0.28457,0.08372,0.23310,0.15696,0.01856,0.31784
nominal,deformable_sorting,depth_scale_holes,4,0.10000,0.51467,0.28457,0.08372,0.23310,0.15696,0.01856,0.31784
nominal,deformable_sorting,depth_scale_holes,5,0.10000,0.51467,0.28457,0.08372,0.23310,0.15696,0.01856,0.31784
nominal,deformable_sorting,depth_scale_holes,6,0.10000,0.51467,0.28457,0.08372,0.23310,0.15696,0.01856,0.31784
nominal,deformable_sorting,depth_scale_holes,7,0.10000,0.51467,0.28457,0.08372,0.23310,0.15696,0.01856,0.31784
nominal,deformable_sorting,depth_scale_holes,8,0.10000,0.51467,0.28457,0.08372,0.23310,0.15696,0.01856,0.31784
